"taxon","lfc_(Intercept)","lfc_RFIClass2MidRFI","lfc_RFIClass3HighRFI"
"PWY-6654",0.00252476978630419,0.0625234987702483,-0.113839288021953
"PWY-6700",0.00781983462806975,-0.00763668088734921,-0.0160451321562672
"PWY-6703",0.000137983061273134,-0.00980919240566344,0.0110108694843123
"PWY-6731",0.0147488628734199,0.00151362576432943,-0.0521345294666268
"PWY-6748",-0.462342896824553,0.649224404971937,0.364091574781998
"PWY-6749",-0.0280189018175228,0.00741669962351321,0.0692492548782108
"PWY-6803",-0.174176772659155,0.0198150832896721,0.496710360873201
"PWY-6808",-0.0113472380654766,0.012764267853656,0.0305155272490075
"PWY-6823",0.0119202510731413,-0.0266631190770163,0.00231530453891357
"PWY-6837",-0.597917478066683,0.874011626737812,0.487690076047015
"PWY-6859",-0.0841646363040054,0.130700871059779,0.0408587881591301
"PWY-6873",-0.242647233360404,0.261366711890171,0.343443758886079
"PWY-6891",-0.00832445611367875,-0.00133697690286494,0.0231597392655506
"PWY-6895",-0.00770174336946015,-0.00164448745023266,0.0217523861258565
"PWY-6897",0.00400037828006779,-0.013256617403324,0.00478434974794783
"PWY-6901",-0.0151903655406691,0.0151146767925394,0.0174526496306793
"PWY-6902",-0.105708679292809,0.152119526760693,0.0720321042983604
"PWY-6906",-0.0591825253041434,-0.109268590754689,0.354301448670563
"PWY-6922",-0.0781055405537471,0.0661757391457537,0.127156146784256
"PWY-6936",0.0235370098498878,-0.0565512456412955,0.0153071864520773
"PWY-6961",-0.257999618235739,0.238994696118657,0.39725095460439
"PWY-6969",0.0163990950122726,-0.0254383209376234,-0.0133914520011887
"PWY-6992",-0.176303676674734,0.316106726546324,0.0377822799568522
"PWY-7013",0.0427248558737408,-0.00967543935964623,-0.119628777203649
"PWY-702",0.0249477988056751,-0.0551236142669917,0.00866674429173948
"PWY-7031",0.219519840386868,-0.284359837925454,-0.21453248513466
"PWY-7039",-0.386863383916713,0.387281490755944,0.591357017296641
"PWY-7052",-0.0491806903293675,0.0577937574500854,0.0521945132275552
"PWY-7072",-0.0983335888703714,-0.0103541962672778,0.322075166469272
"PWY-7090",0.0525742327421423,-0.052238619369363,-0.0806273263473424
"PWY-7094",-0.287858977820057,0.328291850366841,0.343587367678063
"PWY-7111",0.0169050673073972,-0.023040140813554,-0.0188380348566208
"PWY-7115",0.00171507043918253,-0.00403571978244257,-0.00320085362326923
