pathway,Sample_134,Sample_135,Sample_136,Sample_137,Sample_138,Sample_139,Sample_140,Sample_141,Sample_142,Sample_143,Sample_144,Sample_147,Sample_148,Sample_149,Sample_150,Sample_151,Sample_152,Sample_153,Sample_154,Sample_155,Sample_158,Sample_159,Sample_160,Sample_161,Sample_162,Sample_163,Sample_164,Sample_165,Sample_166,Sample_167,Sample_168,Sample_169,Sample_170,Sample_171,Sample_172,Sample_173,Sample_174,Sample_175,Sample_176,Sample_177,Sample_178,Sample_179,Sample_180,Sample_181,Sample_182,Sample_183,Sample_184,Sample_185,Sample_186
HEXITOLDEGSUPER-PWY,351.76792574189415,1690.8013661808511,487.7519876822713,532.6407806510656,1436.4539997085935,622.8950586874425,845.4465623742982,483.4972366,470.5276635157384,452.2704902471142,747.3945016825719,640.1763627518119,463.38787805295595,906.1061831467769,2662.837728454697,1063.6561269902074,1116.722114464703,1562.3224066915852,942.3419508284583,353.5283609,370.51682491031914,500.64095205385706,576.9866649752898,493.39117192883526,1078.4743806713927,867.5020277531834,896.5044691,552.7279033,762.6580315782492,810.7964036019558,162.49943623018743,473.47717501816066,445.5989490679268,673.5612036387284,1104.1198588121356,1059.389530804235,1528.3159412527073,602.8663583695775,533.6228233207113,377.90698192221464,463.82370173849927,799.7635685305765,762.7861779433182,458.7055324747077,378.3049495624572,801.6273770548821,403.93660837540426,3332.5347407851364,492.91835575437017
HISDEG-PWY,5650.436164504139,3400.893315612135,4168.115086844923,3552.9395416668867,3088.862533860296,3105.735649018445,3079.4979162270283,2447.9604575290646,4942.275839188591,3039.0143617993367,4689.366032699474,4725.449237604964,3521.8360711643413,3656.3953804847883,3078.677089,4158.682186,2814.3074975311333,2124.798412056774,2353.3580078125005,4406.381401143345,3815.8019384711556,4269.129048945597,4112.878002267751,2897.0489051765176,3630.1259699280154,3661.9671719097505,4516.343062487468,3173.7632796392772,2693.6947491248543,4573.489111868278,4163.303356924727,3457.7805141112267,4307.096651063321,3311.670007411774,2044.4435159720754,1818.9007461384929,2097.145284115277,2726.915182363366,3509.854412337512,2680.9941469941514,2861.8271971888557,3179.274163633697,2759.3418672477133,3382.195537376935,3263.823555655024,3274.983536624325,3795.9052101153666,1698.0523260395428,5236.300281583497
HISTSYN-PWY,18248.54899159879,19627.96695092914,17501.08425688128,16865.74222,18822.71978661277,19599.955143868876,17122.061354250774,16285.388139631625,17170.13728220827,20535.23678374299,18284.86235,17865.345412135768,19137.11740190305,15572.986018902395,19802.274296247262,17569.190641752648,17039.49999505326,13565.213103076512,17840.610852389076,18316.66134783012,15541.271034496445,18990.228354020062,17200.511183121696,16959.355074824198,22685.70672955962,26401.731513975756,20666.873458342394,14134.288459882076,17203.872516186017,20428.743158056343,13806.313548583259,13558.147092733741,18099.240525442565,21307.727659868535,20242.60081950054,15988.05155533613,17454.359789829727,18537.953833414686,17242.155687241753,13835.842392123379,17461.130005104325,17516.077993048115,17042.91656621549,15248.970954178185,14406.338979730981,18144.168079063806,17467.49246671013,17591.941175880038,20451.43048723417
HOMOSER-METSYN-PWY,4615.304799791533,5650.598966749171,3610.2276481822605,3860.764339289137,5864.423331944359,4247.212214,4562.592189537069,4144.614008919947,4295.6517283060975,4385.589324200049,4619.540618693606,3706.8590179055914,3991.8561760134544,4455.961880927361,7629.863628,4211.249161103907,4086.3995050318367,5042.179030470702,4296.1804059543365,6593.958460275073,4044.463216822735,3731.1059523083973,3794.499976372374,3239.9853764709987,6477.976916192901,4606.969695654191,4590.825420090623,3450.775931023864,4160.048193925637,5002.841148306566,2855.958767178056,2867.748619639778,3409.694154959589,3838.8520156574805,5378.563650367848,5067.789504048011,5302.479916288157,3936.0583911116737,3046.6047201699544,2942.1358140855928,3349.3780495732526,4058.565115841048,3262.0722071626706,4046.831304473261,2860.6942852805846,3842.719783,3945.9403671339905,5383.392026524334,4118.445353091063
HSERMETANA-PWY,13065.573554591847,7639.323374887236,8063.578197959083,5880.384928042857,8193.032606485389,6870.776441471981,7505.152951654536,6941.007588133913,11151.397101390347,9831.829116768537,6903.128197477364,7572.194177732456,8701.886424986778,9298.163151033172,10250.688989649658,7784.429586682623,5380.994972584257,6944.635518824517,6130.437246885496,9139.351319746236,7661.402831688156,6984.664621178829,6430.45286,5315.794922438236,8442.995861903963,9206.240070610358,8660.105925961225,9351.358844449904,7653.155005513076,9164.399315531224,7360.035882,6150.701591252139,7085.5079965757195,6801.988875380078,7398.387831568519,7159.1013722260095,6665.366544489958,5981.714503348191,5515.032703468973,5411.536910691082,6906.047109568803,5569.93267,5054.609350737263,9166.285053060636,6664.620031229663,6607.164713156034,5705.141565,7516.601724,7536.205206243592
ILEUSYN-PWY,23947.21726171548,24784.56787635337,22209.260702146792,21159.347040189234,23963.957347011474,24411.547571744806,21340.01918544349,19967.543836734498,22681.173037764678,25122.829499281353,22955.76710957614,22294.233172634173,24243.818689815063,19923.552096004136,24337.29802851694,21922.007722166494,21172.816301113526,17043.42513140331,22548.51840646495,23243.39987806462,19790.529068288994,24808.757152552826,22055.64927513741,21406.013563162418,28891.745037429635,32707.848299492114,25554.913588147832,18463.20824285569,21877.62418897153,25549.982870250467,17832.725954724705,17294.680293588346,23381.438420861337,27183.690953333204,25261.425879835933,20067.83991,21812.904676478942,23142.574886568447,22253.268089768873,17553.926718828763,21901.0874,22437.359703352187,21333.99212111851,19849.570801323258,18885.463490925187,23305.735600670698,22492.13273,21664.170463802377,26587.997752492498
KDO-NAGLIPASYN-PWY,562.0510114306672,5476.174729616823,2849.4546833512386,4253.684147064066,8234.421826,1854.7818641883496,2053.452867399781,2905.2449935983086,1200.610534,1850.5210163138222,5984.679384038681,2181.178001277754,2507.3150228242066,4017.9863748412718,8398.000230948106,1772.526665190556,2542.836218921603,4970.824097139224,5285.171891643428,10209.494054904155,5348.671253,2090.1101746980426,1274.1659669229643,1905.117227200712,7450.632689185509,1745.6970072617614,2424.2801856314895,942.3954243511638,2855.8673298868016,3607.1576876379504,1392.0034041307886,1025.654020755129,1572.7579175766912,1616.9814654350832,6575.309999099324,5398.289755242128,4386.485067358346,2242.0610937441893,888.6376894097938,1527.346252491912,1091.9939393151235,2935.6326524656492,1885.8492196088105,820.7486591058698,918.1653224566498,555.2925215121506,4006.8721253826366,2140.1972034469245,1454.2842664121943
KETOGLUCONMET-PWY,29.929577464788736,0,5.905511811023622,1.7936383271156489,0,0,42.48870496592016,63.5988054,24.01641586867305,29.058737151248167,1.6548556920434603,0,16.16110305,31.27750124,15.939679547596608,19.527466036621384,0.7994357753680683,0.5998914551046252,7.960432766615147,21.399393070892692,0,9.738219895287958,39.89872302950243,0,19.93403728327467,57.98887806340403,9.280350004721287,36.872093023255815,34.19246861924686,0,27.00499168053245,0,0.7981545559400232,3.9701770736253494,23.670857142857145,0,0,28.42937419287285,16.335981308411217,20.317135549872123,3.5598264104153747,21.657344197313368,11.70124481327801,37.18333333333334,0,22.111981654882477,22.5911359,0,3.917525773195876
LACTOSECAT-PWY,100.48658024961598,133.17738369108307,94.54031719709063,85.07912726114589,64.66511507,76.26914309038857,70.61358854730244,54.962348379115845,94.13526084263808,70.59320402801859,78.35454886365467,62.29839545868126,38.446214833701674,51.764969304042054,42.74095690839723,53.852405851100684,23.86705897763695,49.97634171912786,55.711795619665764,67.39446627898401,80.15154283530786,65.03491487,66.46159752620576,53.38218295586407,52.18034059681234,79.58923334408662,75.52837099819475,104.0037599353684,75.663553,76.17798288152163,36.99817321437032,37.80167325691654,50.617157904776235,76.85716517398396,67.61808214717581,60.95370042527731,106.34599116774545,74.46302531913533,87.23599313020165,68.65434221804877,69.51379128437078,72.61454676582235,68.82714151,97.33822966282189,53.529917022109316,109.9932808806954,50.48829333926059,15.921758645260399,81.08427622728954
LIPASYN-PWY,152.32999999999998,929.58,692.1700000000001,871.0799999999999,1698.2499999999998,702,787.46,630.21,146,791.4200000000002,1510,599.79,637,771.75,1641.5,587.75,610.4200000000001,822.5799999999999,885.92,2155.75,740.29,292.75,230,296.67,1232.33,303.13,243.42,146.25,561.3299999999999,613.8299999999999,161.75,161.07999999999998,169.32999999999998,238.25,978.25,850.4199999999998,597.5799999999999,316.38,96.20000000000002,215.67,161.57999999999998,459.5,268,55.17,267.25,273.25,536.0799999999999,300,231.25
M-CRESOL-DEGRADATION-PWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076923076923077,0,0,0,0,0,0,0,0,0,0
