"taxon","lfc_(Intercept)","lfc_RFIClass2MidRFI","lfc_RFIClass3HighRFI","se_(Intercept)","se_RFIClass2MidRFI","se_RFIClass3HighRFI","W_(Intercept)","W_RFIClass2MidRFI","W_RFIClass3HighRFI","p_(Intercept)","p_RFIClass2MidRFI","p_RFIClass3HighRFI","q_(Intercept)","q_RFIClass2MidRFI","q_RFIClass3HighRFI","diff_(Intercept)","diff_RFIClass2MidRFI","diff_RFIClass3HighRFI","passed_ss_(Intercept)","passed_ss_RFIClass2MidRFI","passed_ss_RFIClass3HighRFI","diff_robust_(Intercept)","diff_robust_RFIClass2MidRFI","diff_robust_RFIClass3HighRFI"
"Bacteroidaceae",-0.0778696284228796,0.04835643206848,0.140680363357104,0.177173659967161,0.2002505344781,0.216086454190637,-0.439510186995701,0.241479665432645,0.651037400211085,0.662349834570114,0.810256597797896,0.518261493165286,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"BICA1-8",0.233367446497301,-0.171153841793724,-0.760115220836567,0.334930432485425,0.406482857975127,0.461060215141605,0.696763936216684,-0.421060417273972,-1.64862461750926,0.498221109946305,0.680588984673157,0.123167447335629,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bifidobacteriaceae",0.971194388240924,-1.18941309561377,-0.839732833357976,0.308872885296334,0.400225773186387,0.440749778613993,3.14431740199259,-2.97185532591838,-1.9052371075458,0.00344652357674504,0.00540405031525376,0.0652351952738859,0.289507980446583,0.453940226481316,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Bin106",-0.269338851095759,0.243086397827358,0.342590840704641,0.284462786511613,0.358092068894988,0.408135196986887,-0.946833342943309,0.67883770388292,0.839405283430255,0.355611109761461,0.505426222989145,0.411679608092613,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Borkfalkiaceae",0.129299597532882,-0.154848077594891,-0.168707781385748,0.440139855918474,0.489585188942309,0.524730059674055,0.293769345798196,-0.316284236313238,-0.321513468259363,0.770347489110772,0.753317062198655,0.749378998061467,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CAG-1252",0.485446766114454,-0.61743491718428,-0.686638075920912,0.314746523007521,0.398896970438761,0.460938783889571,1.54234195020116,-1.54785561922203,-1.48965133748739,0.133833353782139,0.132502002552035,0.147112346318612,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CAG-138",-0.0636384132586618,0.0833682971258842,0.0402029861984042,0.176589811384731,0.21514593745688,0.242781857180705,-0.360374207094059,0.387496497081629,0.1655930416929,0.720216854082133,0.700175892339809,0.869202865442568,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CAG-239",0.157827845427702,-0.325420964318751,-0.0674348970517539,0.36226159901818,0.41412903336786,0.466239093050471,0.435673684032353,-0.785796063783067,-0.144635870429797,0.665538419307866,0.436859562342117,0.885762779325093,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CAG-272",-0.0520720774857178,0.124281939112754,-0.0617035853349007,0.280564679203725,0.310797529649785,0.339444491943892,-0.185597408888048,0.399880717368631,-0.181778131032687,0.853576466521556,0.691095249263194,0.856555515229868,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"CAG-274",-0.338807116446762,0.450726993168097,0.36046207521014,0.250449618381588,0.311465863828544,0.348522097207296,-1.35279549889572,1.44711522356817,1.0342588837222,0.185049197724701,0.157022503440819,0.308315899499783,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
