"taxon","lfc_(Intercept)","lfc_RFIClass2MidRFI","lfc_RFIClass3HighRFI","se_(Intercept)","se_RFIClass2MidRFI","se_RFIClass3HighRFI","W_(Intercept)","W_RFIClass2MidRFI","W_RFIClass3HighRFI","p_(Intercept)","p_RFIClass2MidRFI","p_RFIClass3HighRFI","q_(Intercept)","q_RFIClass2MidRFI","q_RFIClass3HighRFI","diff_(Intercept)","diff_RFIClass2MidRFI","diff_RFIClass3HighRFI","passed_ss_(Intercept)","passed_ss_RFIClass2MidRFI","passed_ss_RFIClass3HighRFI","diff_robust_(Intercept)","diff_robust_RFIClass2MidRFI","diff_robust_RFIClass3HighRFI"
"UBA1381",-0.0849063929373969,0.164053522879666,-0.0213298112683184,0.296200009006329,0.339035513144377,0.354541259864373,-0.286652229425093,0.483883004934071,-0.0601617179238262,0.775787986274396,0.63098242133846,0.952312198543234,0.968682111838657,0.988329030448414,0.985536075087419,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA1829",-0.0343587694902631,-0.0162839218314987,0.0516528604656649,0.304455888242626,0.35260258953973,0.405815395045586,-0.112853030002435,-0.0461820823629088,0.127281668207444,0.910791888075818,0.963427627844831,0.899445942354201,0.968682111838657,0.990041962583325,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA3636",0.248229478244028,-0.296674494929727,-0.438328190680164,0.329796639367811,0.392088866932726,0.432839494739358,0.752674371454664,-0.756651157301619,-1.01268067264544,0.458158201649639,0.455811074781351,0.320202292211023,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA3830",-0.109271387707374,0.0982310159046718,0.186956871065995,0.308412757226924,0.363397343524651,0.40184952943857,-0.354302424743651,0.270312971888877,0.465240985418585,0.725070847819743,0.788382229586826,0.6444141695073,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA660",0.0375395365612167,-0.0548982066253527,-0.0859589141430707,0.347656438788165,0.376304740013189,0.40250938120073,0.107978833045835,-0.145887629859322,-0.213557542153789,0.914514758428517,0.8846918633497,0.831901479617169,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA929",-0.123595357943449,0.115864454940275,0.0636203711161596,0.273076331134474,0.342419012041861,0.383681647439775,-0.45260370032797,0.338370390853503,0.165815517996977,0.655074481722545,0.7381534817037,0.869751069154993,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"UBA932",-0.0965394701416501,0.189798303112035,-0.03198628682494,0.168588905434938,0.196524321253223,0.222461171061053,-0.572632403612742,0.965775136134314,-0.143783684462227,0.569682103724261,0.3392069278539,0.886299344155304,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family1",-0.450451043011757,0.187387187148342,1.05578596853077,0.549309764129017,0.594548931458828,0.592626046399964,-0.82003101424201,0.315175382938718,1.78153824818259,0.416427433598491,0.754053866857028,0.0814272479814163,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family14",0.145957794803501,0.0423975872214039,-0.550309860972947,0.285424180171656,0.396128968149864,0.402017161959077,0.511371512797974,0.107029757049638,-1.36887156332138,0.611902357930127,0.915300395081997,0.178677985761911,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family15",-0.424709323355827,0.494038348429456,0.478643815002667,0.416016311133107,0.479478800836555,0.452011633425693,-1.02089584468225,1.03036536248839,1.05891923925748,0.312643088924832,0.308225862145357,0.29516550760615,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family16",0.208981002771899,-0.42037678691065,0.0981003869171473,0.23070208418982,0.294845615906232,0.375328877103027,0.905847918564757,-1.42575220465323,0.261371807238319,0.371786784572483,0.163622611150571,0.795480747297257,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family17",-0.226824302892103,0.20834399849477,0.344316170559224,0.329955670683288,0.363344475684813,0.429303368971165,-0.687438716911227,0.573406264405408,0.802034634352823,0.495497681104758,0.569356598499814,0.426943302725559,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family18",-0.213153783251606,0.275126290085702,0.163084801353549,0.350785342541626,0.396241751948041,0.438685414103809,-0.607647348396014,0.694339475164089,0.371757975328893,0.547709782284806,0.492479912506763,0.712523475500339,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family19",-0.124805239618654,0.170884297614883,0.0928163209779043,0.503307326722296,0.53139080577353,0.565211532214085,-0.247970242021762,0.321579326849909,0.164215193229193,0.805285496351363,0.749260416824553,0.870297130823947,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family2",-0.367367993575877,0.444085449950592,0.376036789013296,0.221836096703435,0.274090271737219,0.296646849025453,-1.65603343655563,1.62021602275747,1.26762441687365,0.104673021911367,0.112173530093043,0.211452365790286,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family23",-0.669681805679308,0.956548934128894,0.205880149668175,0.2567858930505,0.358002688831974,0.370602679371372,-2.60793845691362,2.67190432912598,0.555527957912759,0.0144454731562811,0.0124285888047437,0.582945455041062,0.606709872563806,0.522000729799234,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family24",-0.0815874373516444,0.13128446547206,0.0054711322059021,0.249113852209994,0.317000383784359,0.362554967013776,-0.327510640728518,0.414146077379409,0.015090490280593,0.745904239380099,0.682163898804947,0.988075191486991,0.968682111838657,0.988329030448414,0.988075191486991,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family28",0.188777599574232,-0.412673916129359,-0.129791638168182,0.333055410151476,0.415004885494328,0.46089554608927,0.566805383789967,-0.994383272471136,-0.281607490611426,0.581293688611254,0.339665135441532,0.783041840945608,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family3",0.138323062969505,-0.0490833101046776,-0.363070173000695,0.199968935373882,0.229464252081283,0.280769022974214,0.691722755391394,-0.213903950874626,-1.29312760059731,0.492588188376713,0.831567288022642,0.202423704006007,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family4",0.0647754464415166,-0.0521412947231806,-0.140602170391803,0.291684568461219,0.353122725053238,0.381244059424297,0.222073614601003,-0.147657715077158,-0.368798324632577,0.825625227663415,0.883511409408744,0.714633692739965,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family5",0.239629786814734,-0.241795669096422,-0.374949667748582,0.2514959444859,0.314983405022907,0.371250606604593,0.952817697734955,-0.767645740190146,-1.00996378478091,0.348296916085207,0.448697828816976,0.320589608357357,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family6",0.116900176813091,0.0195801868264299,-0.4190148046295,0.322502949220344,0.387951633096418,0.427512852489142,0.362477853600096,0.0504706905604484,-0.980122123089018,0.720617441990466,0.960224287570005,0.338183280165271,0.968682111838657,0.990041962583325,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unidentified_Family8",-0.182373476100169,0.326459953440816,0.0692492737981773,0.314595009342617,0.391424400520749,0.441433941527981,-0.579708738804409,0.834030665963837,0.156873469127629,0.571322893243556,0.41826757328092,0.877584419244203,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"WCHB1-69",-0.0684634151832943,0.0127112165305643,0.169797310559986,0.267272771924069,0.300742905916499,0.307519920499585,-0.256155592245455,0.042266056091423,0.552150606322151,0.798972804446539,0.96646953490277,0.583518077957889,0.968682111838657,0.990041962583325,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Weeksellaceae",-0.10339432888299,0.0969695904436463,0.132232557060061,0.211725016048747,0.262490231061784,0.295024557858215,-0.488342524716986,0.369421711624849,0.448208644121113,0.627973787159178,0.713761967610339,0.656421071049852,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Xenobiaceae",-0.446916913045534,0.613031389826829,0.342843127868944,0.262002864899191,0.303545882458072,0.339518223639274,-1.70577109230271,2.01956746987502,1.0097930066729,0.09526524885318,0.0496885057456259,0.318243161694389,0.968682111838657,0.988329030448414,0.968634091766063,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
